property_id,url,city,search_page,title,locality_line,price_display,price_crore,builtup_area_sqft,avg_price_per_sqft,bhk,bathrooms,balconies,furnishing,facing,possession_status,special_highlights,amenities,about_this_property,vaastu_mentioned,vaastu_mentions_text,last_updated,raw_text_path,raw_html_path
10043661,https://housing.com/in/buy/resale/page/10043661-2-bhk-independent-house-in-kadi-for-rs-2000000-v2,ahmedabad,7,,,₹2.55 Cr,2.55,904.0,,2.0,2.0,,Unfurnished,,Ready to move,,,"One of the finest property in Kadi is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 20.0 L. This Independent House is spacious with a built-up area of 904 square feet. The carpet area is 904 square feet. There are 2 bedrooms and 2 bathroom. It is also close to good and reputed hospitals like Satva Medical & Heart Hospital || Best Hypertension, Diabetic Care, Physician, 24 hour emergency Healthcare, Hospital In Kadi, Bhagyoday Multispeciality Hospital, Rhythm Medical & Heart Hospital - Best Multi-speciality Hospital, Diabetes Hospital, Emergency Care Hospital, Physician",0,,"Mar 9, 2026",raw/detail/ahmedabad_10043661.txt,raw/detail/ahmedabad_10043661.html
