property_id,url,city,search_page,title,locality_line,price_display,price_crore,builtup_area_sqft,avg_price_per_sqft,bhk,bathrooms,balconies,furnishing,facing,possession_status,special_highlights,amenities,about_this_property,vaastu_mentioned,vaastu_mentions_text,last_updated,raw_text_path,raw_html_path
19575617,https://housing.com/in/buy/resale/page/19575617-1-bhk-independent-house-in-perumalpattu-for-rs-2700000,chennai,6,,,27.0 LEMI starts at ₹14.3 K,0.27,600.0,,1.0,1.0,,Unfurnished,,Ready to move,,,"A 1 BHK Independent House for sale in Perumalpattu, Chennai. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Perumalpattu's most desired properties. Contact now for more information. The price of this Independent House is Rs 27.0 L. Each unit has a built-up area of 600 Square feet. There are 1 bedroom. There is provision for 2 bathroom. The brokerage amount to be paid is Rs 0",0,,"Feb 21, 2026",raw/detail/chennai_19575617.txt,raw/detail/chennai_19575617.html
18841986,https://housing.com/in/buy/resale/page/18841986-2-bhk-independent-house-in-ambattur-industrial-estate-for-rs-5500000-v2,chennai,7,"2 BHK Independent House for sale in Kil Ayanambakkam, Chennai with modern-day amenities. The Independent House is in Kil Ayanambakkam which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Kil Ayanambakkam. This 2 BHK Independent House is available at a reasonable price of Rs 55.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 700 square_feet. The built-up area is 750 square_feet. An attached servant room is available with this property. This property has provision for 2 bathroom. This property is auspiciously built and is North-facing. Other provisions include Garden. A dedicated kids area is present in this project. It is a gated community. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Apollo Hospitals, Saveetha Dental College And Hospitals, MMRV HOSPITAL. The brokerage amount to be paid is Rs 0",Read More,55.0 LEMI starts at ₹29.13 K,0.55,750.0,,2.0,2.0,,Semi Furnished,North,Ready to move,Close to MMRV HOSPITAL | Close to Apollo Hospitals | Close to Koyambedu Metro Station | Close to Velammal Vidyalaya - Mogappair West,RATINGS AND REVIEWS | PRICE TRENDS,"2 BHK Independent House for sale in Kil Ayanambakkam, Chennai with modern-day amenities. The Independent House is in Kil Ayanambakkam which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Kil Ayanambakkam. This 2 BHK Independent House is available at a reasonable price of Rs 55.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 700 square_feet. The built-up area is 750 square_feet. An attached servant room is available with this property. This property has provision for 2 bathroom. This property is auspiciously built and is North-facing. Other provisions include Garden. A dedicated kids area is present in this project. It is a gated community. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Apollo Hospitals, Saveetha Dental College And Hospitals, MMRV HOSPITAL. The brokerage amount to be paid is Rs 0",0,,"Mar 10, 2026",raw/detail/chennai_18841986.txt,raw/detail/chennai_18841986.html
14471094,https://housing.com/in/buy/resale/page/14471094-4-bhk-independent-house-in-selaiyur-for-rs-45000000,chennai,7,"4 BHK Independent House for sale in Selaiyur, Chennai. This 4 BHK unit is available in Selaiyur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Selaiyur. The price of this Independent House is Rs 4.5 Cr. The built-up area is 2400 square feet. There are 4 bedrooms and 4 bathroom. This property is at a walking distance from Bhaarath Medical College And Hospital, Chennai, Hindu Mission Hospital, PARVATHY HOSPITAL",Read More,₹2.8 Cr,2.8,2400.0,,4.0,4.0,,Semi Furnished,,Ready to move,,,"4 BHK Independent House for sale in Selaiyur, Chennai. This 4 BHK unit is available in Selaiyur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Selaiyur. The price of this Independent House is Rs 4.5 Cr. The built-up area is 2400 square feet. There are 4 bedrooms and 4 bathroom. This property is at a walking distance from Bhaarath Medical College And Hospital, Chennai, Hindu Mission Hospital, PARVATHY HOSPITAL",1,"Your search for property ends here - Buy, Rent, Sell - Housing.com
Buy In Chennai
Selaiyur
+ Add
Download App
List PropertyFree
Saved
SPONSORED PROJECT
Sponsored
₹2.8 Cr
4 BHK Villa
VISHNU SKY VILLAS, Selaiyur, Chennai South, Chennai
Avg. Price
₹7.83 K/sq.ft
Contact
HomeChennaiSelaiyurHouse for Sale in Selaiyur4 BHK Independent House
Last updated: Mar 3, 2026
4 BHK Independent House
Selaiyur, Chennai
4.5 CrEMI starts at ₹2.23 Lacs
₹18.75 K/sq.ft
Contact Owner
SHARE
SAVE
+
2 more
2400 sq.ft
convert unit
Built Up Area
₹18.75 K/sq.ft
Avg. Price
Ready to move
Possession status
Semi Furnished
Furnishing
OVERVIEW
POPULAR PROPERTIES NEARBY
RATINGS AND REVIEWS
PRICE TRENDS
LOCALITY
CALCULATOR
Property Location
Selaiyur, Chennai
Around This Property
School
Annai Violet Matriculation & Higher Secondary School
Hospital
Bhaarath Medical College And Hospital, Chennai
3 mins
(1 km)
Restaurant
Geetham Veg Restaurant
View more on Maps
Property Overview
Brokerage
No Charge
Access Zero Brokerage Properties
Price
4.5 Cr
Bedrooms
4
Bathrooms
4
Parking
-
Parking Info
No Parking
Balcony
-
Added
11 days ago
Area Unit
sq.ft.
About this property
4 BHK Independent House for sale in Selaiyur, Chennai. This 4 BHK unit is available in Selaiyur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Selaiyur. The price of this Independent House is Rs 4.5 Cr. The built-up area is 2400 square feet. There are 4 bedrooms and 4 bathroom. This property is at a walking distance from Bhaarath Medical College And Hospital, Chennai, Hindu Mission Hospital, PARVATHY HOSPITAL
Read More
Share
Save
Housing Event
16th Feb - 31st Mar 2026
Explore Now!
Popular Properties NearBy
4.42 Cr
4 BHK Villa
Madambakkam, Chennai
SouthZone Realty Consulting Pvt Ltd
Contact
4.42 Cr
4 BHK Villa
Dac Vilva, New Market, West Tambaram, Chennai
Propleaf
Contact
Resident reviews for
Selaiyur
4.3
/5
Ratings based on features
4.2/5
Connectivity
4.4/5
Neighbourhood
4.3/5
Safety
4.3/5
Livability
Good things here
Near schools and hospitals
Easy access to amenities
Well-connected transportation
+1 More
Things that need improvement
Dusty air
Traffic during peak hours
Lack of central drainage system
All resident reviews (13 reviews)
View All
Vasanthan
Owner | 1 year ago
5
Good things here
This property is located next to Raghavendra Dental Hospital and Near Bethesda Hospital , Near by Markets, Temples, and a bus stop. The UDS of the flat is 520 Sq ft. All premium schools are located near these areas. it has a semi-furnished flat, a water purifier and a battery backup.
read more
Things need improvement
I didn't see any negatives for this location. This location is very near to Tambaram Railway station
read more
Valsarajan
Owner | 1 year ago
5
Good things here
The Area offers excellent connectivity, with less than 100 meters to bus stops, hospitals, public parks, and great restaurants. 3 Kms to tambaram Railaway station. The ambience is peaceful and good society to live in.
read more
Things need improvement
Nothing in particular. There is no water loggig during rains on the street. There is no central connected drainage system as of now
read more
Raghavachari
Owner | 2 years ago
5
Near school hospital vishnu temple bus transport and station
Rohit Anand
Tenant | 2 years ago
3.8
It is a peaceful neighbourhood. Zion School, Alwin School, and colleges are nearby schools. Nearby temples include Ragavendra and Guruvayur Appan. Hotels, stores, and an ATM are close by and behind the Camp Road junction.
Praveen Menon
Owner | 2 years ago
4.6
It is a beautiful location. The distance to Seliyur's major road is under 1 km. Less than 5 kilometres from the Tambaram bus stand are the nearby supermarket, temple, schools, hospital, and vaastu compliant homes.
View All
13 Reviews
Is this helpful?
Price Trends for Selaiyur (Independent House)
16.17%
appreciation in avg. price / sq.ft (Built-up Area) for Selaiyur in last 1 year
In
Sep,2024
Dec,2024
Mar,2025
Jun,2025
Sep,2025
Dec,2025
Feb,2026
₹2k
₹3k
₹5k
₹6k
₹8k
₹9k
+
ADD MORE
to compare
LOCALITY(Independent House)
Selaiyur
16.17%
Last 1 Year
₹8.1 K/sq.ft
Avg. rate
See price trends in Selaiyur
Is this helpful?
Tour this Property: Images & Videos
Property Photos & Videos
+1
Selaiyur Locality
Better Priced
Explore Neighbourhood - Map View
Locality Guide
for Selaiyur, Chennai
Share
+
62 More
Selaiyur is a residential locality in south Chennai, the capital city of Tamil Nadu. It is in Chennai district, located in Tambaram on Velachery Road. The locality is surrounded by places like Rajakilpakkam, over 3.92 Km, Sembakkam, over 4.39 km, and others like Medavakkam and Chitlapakkam. Selaiyur covers a total of 9.86 square kilometers. The total population is 97048 with coordinates of 12.9068° N and 80.1425° E and has a relatively hot and humid climate. The official language spoken here is Tamil. Infrastructure and Details in Selaiyur Selaiyur is connected to pharmacy options, office areas, grocery shops, restaurants, banks, hospitals, and schools. The famous temples in the area are Sri Amirthavalli Temple, Chennai Om Sri Skandasramam, and Shri Mappillai Vinayagar Temple are the famous ones. In addition, the East Tambaram Convent Bus Stop, Mjl Swimming Pool Bus Stop, Meppedu Bus Stop, and Kamarajapuram Bus Stop are near this locality. Among the famous parks there is Gandhi Park near Tambaram East, ALS Nagar Park towards Yeswanth Nagar, Madambakkam, Malleswari Nagar Park towards Yeswanth Nagar, Madambakkam, and others. Reputed schools in the area are The Little Steps, Venkateswara Vidyalaya, Pleasant Valley Middle School, Kendriya Vidyalaya No 2, and St Mark's Matriculation School. Some leading hospitals are Annai Theresa Hospital, Shree Balaji Hospitals, Diabetes & HTN Speciality Clinic, COSH Hospital, and others. The employment hubs include Air Squadion National Cadet Corps, Namita, Sathiya Studio, Sunmars Enterprises, and others. Property in Selaiyur Selaiyur offers a wide range of apartment options in various configurations such as 2BHK, 3BHK, and others. You can find the best one that suits your needs, budget, and area specification. Besides, plots or lands are available to spread over 850 sq ft. In Selaiyur, the 2 BHK apartments spread over 478 sq ft carpet area ranges rupees 46 lakhs, whereas 3 BHK over 1550 sq ft area costs rupees 1.18 crores. Some other housing projects of 2BHK and 3 BHK flats are available from 56.07 lakhs to 80.22 lakhs.
Read More
The area is developing its connectivity systems to be of better service for the public, and making vivid solutions to work with the upcoming issues
more
No specific records of new constructions to be made in recent future for progressing the connectivity, though developments are always welcome
more
Many spots throughout the place are welcoming projects to build more commercial properties in near future
more
New construction projects for urban benefits are under action, several residential properties are being built to fulfil public demands of accommodation
more
There are several projects being worked upon currently which mostly include residential buildings like apartments, flats, housing societies and colonies
more
What is good here
Buses, trains and auto rickshaws are frequently available as pocket friendly modes of public transportationread more
The area usually gets deserted at night, but it's still safe enough for the residentsread more
There are some nature friendly areas in the place, many of which are maintained properly alongside a few of them getting neglectedread more
What can be better
There are several options of public transport which can be developed individually based on the fields they lack in and the needs of the peopleread more
Nights can be deserted for locality areas, though the main roads have more crowd, which makes the place quite saferead more
The place has some wonderful parks for the locals to use, which can be modified even better with innovationread more
Know more about Selaiyur
Looking for Options to Invest in Commercial
Commercial for Sale
in Selaiyur
Offices for Sale
in Selaiyur
Shops for Sale
in Selaiyur
Showrooms for Sale
in Selaiyur
Helpful Tools
Check your Affordability, Home loan eligibility & EMI
EMI
Calculator
EMI starts at ₹2.23 Lacs
Affordability
Calculator
Find the best budget for your home search
Eligibility
Calculator
Find your home loan limit
Price
Calculator
Check rent or sale price of your property
Similar Properties
Sell your house on
Free for new users
Get genuine leads
Sell faster
Post your property
Housing News
Realty Diaries: Tracking Trends & New Hubs Episode 1
Tune in to this episode where we are in conversation with real estate developer Casagrand to explore community living in Chennai and Bengaluru.
Housing News Desk
Dec 2025
Cost of living: Chennai vs Bangalore
While Chennai may be relatively affordable compared to Bangalore, factors like location, lifestyle, and housing options influence overall costs.
Harini Balasubramanian
Dec 2025
Things to know before constructing a property in Chennai
To minimise risks, one should work with qualified professionals, including CMDA-approved architects and licensed contractors.
Harini Balasubramanian
Dec 2025
How to apply for Patta Chitta online in Tamil Nadu?
Since 2015, both the documents – Patta and Chitta, pertaining to Tamil Nadu land records have been merged into a single document called Patta Chitta
Harini Balasubramanian
Nov 2025
Stamp duty and land registration charges in Tamil Nadu 2025
The stamp duty in Tamil Nadu for new property registrations is 7% of property value while registration fee is 4% of total property value.
Harini Balasubramanian
Nov 2025
Chennai to Mysore bullet train route, stations and real estate impact
The high-speed rail corridor will comprise nine stations in Tamil Nadu and Karnataka.
Harini Balasubramanian
Oct 2025
Ashiana Housing launches senior living project in Chennai
The project offers premium lake-view homes with a 42,000 sq ft clubhouse and over 40 lifestyle amenities.
Harini Balasubramanian
Oct 2025
What can you get in 1 crore in Chennai?
Emerging localities along the OMR (Old Mahabalipuram Road) such as Sholinganallur, Thoraipakkam and Perungudi are ideal locations for property investments within Rs 1 crore.
Harini Balasubramanian
Oct 2025
Keeping it Real: Housing.com podcast Episode 86
Tune in to know about Chennai's prime real estate locations, its infrastructure upgrades, future growth hotspots and the developer’s latest offerings.
Housing News Desk
Oct 2025
Housing.com launches India’s largest online property festival in 30+ cities with exclusive offers
The property festival anticipates to engage with over 55 million home seekers with trusted partners, smart tools and immersive content for a seamless festive home buying experience.
Housing News Desk
Sep 2025
Luxury housing sales record 85% YoY growth in Jan-Jun ‘25: Report
Delhi-NCR registers the highest sales in the luxury segment, contributing 57% to the overall pie, mentioned the report.
Anuradha Ramamirtham
Jul 2025
What is repo rate? How does it impact your home loan EMIs in 2025?
Explained in this article is the inner working of the repo rate that impacts your home loan EMI.
Anuradha Ramamirtham
Jun 2025
Casagrand launches residential community in Siruseri, Chennai
The project offers 469 houses-2,3 and 4 BHK apartments constructed in a B+G+5 structure with 65% open space and modern courtyards
Anuradha Ramamirtham
Apr 2025
Great choice! Better priced property in this area
Contact Seller
SM
Santhakumari MP
Owner
+9194444.....
Please share your contact
Name
+91
Phone
Email
I agree to be contacted by Housing and agents via WhatsApp, SMS, phone, email etc
I am interested in Home Loans
Get Contact Details
Still deciding?
Shortlist this property for now & easily come back to it later.
Share
PEOPLE ALSO SEARCH FORResale Flats in SelaiyurReady to Move Flats in SelaiyurFlats for Sale in Selaiyur Without Brokerage SelaiyurResale House in Selaiyur
CITY COLLECTIONSAffordable Projects in SelaiyurReady to Move Projects in SelaiyurProperties for sale in Selaiyur
FILTER YOUR SEARCHHouse for sale without brokerage in SelaiyurUnder Construction Apartments in Selaiyur
COMMERCIAL PROPERTIES IN THIS AREACommercial Properties in SelaiyurOffice Space in SelaiyurShowrooms in Selaiyur
FILTER BY BHK1 BHK Flats for sale in Selaiyur2 BHK Flats for sale in Selaiyur3 BHK Flats for sale in Selaiyur3 bhk Houses in Selaiyur
Part of
Real estate in MumbaiFlats in MumbaiFlats for Rent in MumbaiNew Projects in MumbaiCommercial Property in MumbaiCommercial Property for rent in MumbaiReal estate in BengaluruFlats in BengaluruFlats for Rent in BengaluruNew Projects in BengaluruCommercial Property in BengaluruCommercial Property for rent in BengaluruReal estate in HyderabadFlats in HyderabadFlats for Rent in HyderabadNew Projects in HyderabadCommercial Property in HyderabadCommercial Property for rent in HyderabadReal estate in PuneFlats in PuneFlats for Rent in PuneNew Projects in PuneCommercial Property in PuneCommercial Property for rent in PuneReal estate in ChennaiFlats in ChennaiFlats for Rent in ChennaiNew Projects in ChennaiCommercial Property in ChennaiCommercial Property for rent in ChennaiReal estate in DelhiFlats in DelhiFlats for Rent in DelhiNew Projects in DelhiCommercial Property in DelhiCommercial Property for rent in DelhiReal estate in GurgaonFlats in GurgaonFlats for Rent in GurgaonNew Projects in GurgaonCommercial Property in GurgaonCommercial Property for rent in GurgaonReal estate in NoidaFlats in NoidaFlats for Rent in NoidaNew Projects in NoidaCommercial Property in NoidaCommercial Property for rent in NoidaReal estate in KolkataFlats in KolkataFlats for Rent in KolkataNew Projects in KolkataCommercial Property in KolkataCommercial Property for rent in KolkataReal estate in AhmedabadFlats in AhmedabadFlats for Rent in AhmedabadNew Projects in AhmedabadCommercial Property in AhmedabadCommercial Property for rent in AhmedabadReal estate in ThaneFlats in ThaneFlats for Rent in ThaneNew Projects in ThaneCommercial Property in ThaneCommercial Property for rent in ThaneReal estate in Navi MumbaiFlats in Navi MumbaiFlats for Rent in Navi MumbaiNew Projects in Navi MumbaiCommercial Property in Navi MumbaiCommercial Property for rent in Navi MumbaiReal estate in FaridabadFlats in FaridabadFlats for Rent in FaridabadNew Projects in FaridabadCommercial Property in FaridabadCommercial Property for rent in FaridabadReal estate in GhaziabadFlats in GhaziabadFlats for Rent in GhaziabadNew Projects in GhaziabadCommercial Property in GhaziabadCommercial Property for rent in Ghaziabad
FOLLOW
©2012-26 Locon Solutions Pvt. Ltd
COMPANY
Careers
About Us
For Partners
Terms
Annual Return
Privacy Policy
Contact Us
Unsubscribe
Merger Hearing Advertisement
PARTNER SITES
realestate.com.au
realtor.com
99.co
collinsdictionary.com
EXPLORE
News
Home Loans
Sitemap
International
EXPERIENCE HOUSING APP ON MOBILE
Open camera & scan the QR code to Download the App
₹9k","Mar 3, 2026",raw/detail/chennai_14471094.txt,raw/detail/chennai_14471094.html
19669539,https://housing.com/in/buy/resale/page/19669539-2-bhk-independent-house-in-thiruverkkadu-for-rs-6200000,chennai,7,,,62.0 LEMI starts at ₹32.83 K,0.62,950.0,,2.0,2.0,,Unfurnished,North-East,,24*7 Security | Gated Community | Close to Railway Station | Close to Grocery Store,,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. Grab this 2 BHK property for sale in one of Chennai's top location, Thiruverkadu. The property price of this unit is Rs 62.0 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 949 square_feet. The built-up area is 950 square_feet. You can make use of the servant room in this Independent House. There are 2 bedrooms and 2 bathroom. This property enjoys a good view and is North-East-facing. Healthcare facility is also close at hand with Apollo Hospitals, Saveetha Dental College And Hospitals, Aravind Eye Hospital - Chennai nearby. The brokerage amount to be paid is Rs 0",0,,"Mar 6, 2026",raw/detail/chennai_19669539.txt,raw/detail/chennai_19669539.html
16163214,https://housing.com/in/buy/resale/page/16163214-3-bhk-independent-house-in-othivakkam-r.f.-for-rs-3500000,chennai,7,,,35.0 LEMI starts at ₹18.53 K,0.35,900.0,,3.0,3.0,,Unfurnished,North-East,Ready to Move,"Close to Grocery Store | Close to Bus Stop | Close to Government High School, Asthinapuram | Children Play Area",RATINGS AND REVIEWS | PRICE TRENDS,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Chennai's top location, Othivakkam R.F. Monthly maintenance costs Rs 0. The carpet area of this unit is 100 square_feet. The built-up area is 900 square_feet. You can make use of the servant room in this Independent House. There are 3 bedrooms and 2 bathroom. This property enjoys a good view and is North-East-facing. It is a safe premise with cctv facility. Other amenities include provisions for Gym, Garden, Sports facility, Clubhouse. This property also enjoys power backup facility. Regular water supply is provided. It has a dedicated sports facility facility as well. Kids have their own kids area. This is a gated community",0,,"Mar 5, 2026",raw/detail/chennai_16163214.txt,raw/detail/chennai_16163214.html
19414783,https://housing.com/in/buy/resale/page/19414783-3-bhk-independent-house-in-sikkarayapuram-for-rs-11000000,chennai,7,"3 BHK Independent House for sale in Kundrathur, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Kundrathur which is a promising investment destination in Chennai. This might be your chance to grab the best 3 BHK property for sale in Kundrathur. This 3 BHK Independent House is available at a reasonable price of Rs 1.1 Cr. It is a very spacious property, spread over 2000.0 Square feet. The built-up area is 2150 Square feet. This property has provision for 3 bathroom. This property is auspiciously built and is North-facing. Regular water supply is available. A dedicated kids area is present in this project. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Sankara Eye Hospital, BHANU HOSPITAL, and saveetha hospital",Read More,₹63.0 L - 1.3 Cr,0.63,2150.0,,3.0,3.0,,Unfurnished,North,Ready to move,,RATINGS AND REVIEWS,"3 BHK Independent House for sale in Kundrathur, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Kundrathur which is a promising investment destination in Chennai. This might be your chance to grab the best 3 BHK property for sale in Kundrathur. This 3 BHK Independent House is available at a reasonable price of Rs 1.1 Cr. It is a very spacious property, spread over 2000.0 Square feet. The built-up area is 2150 Square feet. This property has provision for 3 bathroom. This property is auspiciously built and is North-facing. Regular water supply is available. A dedicated kids area is present in this project. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Sankara Eye Hospital, BHANU HOSPITAL, and saveetha hospital",0,,"Feb 2, 2026",raw/detail/chennai_19414783.txt,raw/detail/chennai_19414783.html
19675127,https://housing.com/in/buy/resale/page/19675127-2-bhk-independent-house-in-pozhichalur-for-rs-4500000,chennai,7,,,45.0 LEMI starts at ₹23.83 K,0.45,800.0,,2.0,2.0,,Unfurnished,,Ready to move,Corner Property | Fresh Construction | Close to Grocery Store | Gated Community,,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. Grab this 2 BHK property for sale in one of Chennai's top location, Pozhichalur. The property price of this unit is Rs 45.0 L. The carpet area of this unit is 750 square_feet. The built-up area is 800 square_feet. There are 2 bedrooms and 2 bathroom. Healthcare facility is also close at hand with PARVATHY HOSPITAL, CIPACA Healthcare Services Private Limited, Sree Balaji Medical College And Hospital nearby. The brokerage amount to be paid is Rs 0",0,,"Mar 6, 2026",raw/detail/chennai_19675127.txt,raw/detail/chennai_19675127.html
19682567,https://housing.com/in/buy/resale/page/19682567-3-bhk-independent-house-in-thiruvanmiyur-for-rs-19500000,chennai,7,,,1.95 CrEMI starts at ₹96.81 K,1.95,1200.0,,3.0,3.0,,Semi Furnished,,Ready to move,Park Facing | Fire Fighting System,RATINGS AND REVIEWS | PRICE TRENDS,"Looking for a good 3 BHK Independent House in Thiruvanmiyur, Chennai? This property is in one of Chennai's most popular locations. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 1.95 Cr. This modern unit has a built-up area of 1200 Square feet. The carpet area of this Independent House is 1100 Square feet. There are 3 bedrooms and 3 bathroom. Sports enthusiasts have multiple options such as Intercom. For young families with kids, a dedicated kids area makes it a complete investment. It is very close to some of city's best hospitals, such as, Prashanth Super Speciality Hospital, Promed Hospital, and Remedy Hospital. The brokerage amount to be paid is Rs 195000",0,,"Mar 8, 2026",raw/detail/chennai_19682567.txt,raw/detail/chennai_19682567.html
19439611,https://housing.com/in/buy/resale/page/19439611-1.5-bhk-independent-house-in-chromepet-for-rs-1100000,chennai,7,,,₹80.5 L,0.805,300.0,,2.0,2.0,,Unfurnished,North-West,Ready to move,,,"Looking for a good 1.5 BHK Independent House in Chromepet, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. This Independent House is available for Rs 11.0 L. This modern unit has a built-up area of 300 square_feet. This property has a good view and is North-West-facing. There are 2 bedrooms and 1 bathroom. It is very close to some of city's best hospitals, such as, Kauvery Hospital - Radial Road, PARVATHY HOSPITAL, VayuShri Hospitals - pvt Ltd",0,,"Feb 3, 2026",raw/detail/chennai_19439611.txt,raw/detail/chennai_19439611.html
19361432,https://housing.com/in/buy/resale/page/19361432-2-bhk-independent-house-in-sikkarayapuram-for-rs-4500000,chennai,7,"2 BHK Independent House for sale in Kolapakkam, Chennai with modern-day amenities. The Independent House is in Kolapakkam which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Kolapakkam. This 2 BHK Independent House is available at a reasonable price of Rs 45.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 600.0 Square feet. The built-up area is 750 Square feet. This property has provision for 2 bathroom. This property is auspiciously built and is South-West-facing. This property also enjoys power backup facility. Regular water supply is available. The property has cctv facility. It is a gated community. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like saveetha hospital. The brokerage amount to be paid is Rs 0",Read More,45.0 LEMI starts at ₹23.83 K,0.45,750.0,,2.0,2.0,,Unfurnished,South-West,Ready to move,,RATINGS AND REVIEWS,"KUNDRATHUR – Your Future Starts Here Own your dream property in one of Chennai’s fastest-growing locations 🌆 ✨ Project Highlights: ✔️ Plots starting from ₹29 Lakhs onwards ✔️ 2BHK Houses from ₹45 Lakhs onwards ✔️ CMDA Approved Plots ✔️ Blacktop Roads & Street Lighting ✔️ 80% Bank Loan Available 📍 Prime Location Advantages: 🏫 Near reputed Schools & Colleges 🏥 Easy access to Hospitals 🛕 Close to Kundrathur Murugan Temple 🚌 Excellent Transport Connectivity 🛡️ Security & Surveillance assured 🍽️ Restaurants & daily needs nearby 🌟 Invest today. Build tomorrow. Live better forever. | More About This Property | 2 BHK Independent House for sale in Kolapakkam, Chennai with modern-day amenities. The Independent House is in Kolapakkam which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Kolapakkam. This 2 BHK Independent House is available at a reasonable price of Rs 45.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 600.0 Square feet. The built-up area is 750 Square feet. This property has provision for 2 bathroom. This property is auspiciously built and is South-West-facing. This property also enjoys power backup facility. Regular water supply is available. The property has cctv facility. It is a gated community. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like saveetha hospital. The brokerage amount to be paid is Rs 0",0,,"Jan 29, 2026",raw/detail/chennai_19361432.txt,raw/detail/chennai_19361432.html
18856090,https://housing.com/in/buy/resale/page/18856090-2-bhk-independent-house-in-thirunindravur-for-rs-2100000,chennai,7,,,21.0 LEMI starts at ₹11.12 K,0.21,650.0,,2.0,2.0,,Semi Furnished,East,,Close to Grocery Store | Close to Thiruninravur Railway Station Bus St... | Close to St John's Mat.Hr.Sec.School | Close to Railway Station,RATINGS AND REVIEWS | PRICE TRENDS,"Chennai Property Developer's Site name: Dev gardan Location: Sevvapette APPROVED: RERA & DTCP Project Highlights 1 Gated community For secure & Private Living 2 33Feet Black Top Road with Wide & Well - Laid 3 Well - Lit Safe Street Lights 4 CCTV Round the Clock Security Surveilance 5 🏞️ Park Available For Recreational Green Spaces 6 Enterance Arch For Grand & Welcoming Entryway Everything You Need, Just Minutes Away 🎓 COLLEGES : * PONNUSAMY NADAR ARTS & SCIENCE - 10 MINS * GOVERNMENT POLYTECHNIC - 12 MINS * BHAJARANG ENGINEERING COLLEGE - 15 MINS * MARINETIME FOUNDATION COLLEGE - 19 MINS * TIRUVALLUR MEDICAL COLLEGE - 16 MINS 📚 SCHOOLS : * KILAMBAKKAM GOVT SCHOOL - 5 MINS * KURINCHI CBSE SCHOOL - 8 MINS * BOYS HIGHER SECONDARY SCHOOL - 16 MINS * VELAMMAL VIDHYASHRAM - 10 MINS * CARMEL PUBLIC SCHOOL - 14 MINS 🚘 TRANSPORTS : * CHENNAI - TIRUPATI EXPRESSWAY - 4 MINS * SEVVAPET BUS STOP - 5 MINS * SEVVAPET RAILWAY STATION - 10 MINS * CHENNAI PERIPHERAL RING ROAD - 8 MINS * CHENNAI OUTER RING ROAD - 15 MINS 🏥 HOSPITALS : * DR.PURUSHOTHAMAN HEALTH CENTER - 6 MINS * SUNSHINE MULTISPECIALITY - 13 MINS * GAJAPATHY HEALTH CENTER centre- 14 MINS * BALAOPTICS & EYE CLINIC - 13 MINS * TIRUVALLUR GOVT HOSPITAL - 15 MINS * We provide easy Bank loan support through trusted financial partners including * FULFILL YOUR FUTURE | More About This Property | Check out this 2 BHK Independent House for sale in Thirunindravur, Chennai. This 2 BHK Independent House is perfect for a modern-day lifestyle. Thirunindravur is a promising location in Chennai and this is one of the finest properties in the area. Buy this Independent House for sale now. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 650 square_feet built-up area. The carpet-area is 600 square_feet. It is a East-facing property. The unit has 2 bedrooms and 2 bathroom. It is a safe surrounding with cctv facility. Kids area for young families and children is also present here. Other facilities include provisions for Garden. It is a gated community",0,,"Jan 22, 2026",raw/detail/chennai_18856090.txt,raw/detail/chennai_18856090.html
