property_id,url,city,search_page,title,locality_line,price_display,price_crore,builtup_area_sqft,avg_price_per_sqft,bhk,bathrooms,balconies,furnishing,facing,possession_status,special_highlights,amenities,about_this_property,vaastu_mentioned,vaastu_mentions_text,last_updated,raw_text_path,raw_html_path
19574612,https://housing.com/in/buy/resale/page/19574612-1-bhk-independent-house-in-annanagar-east-for-rs-6000000,chennai,4,,,₹3.25 Cr,3.25,450.0,,3.0,1.0,,Fully Furnished,,Ready to move,,,"One of the finest property in Anna Nagar is now available for sale. This is a 1 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 60.0 L. This Independent House is spacious with a built-up area of 450 square feet. There are 1 bedroom and 1 bathroom. It is also close to good and reputed hospitals like MGM Healthcare, Lifeline Hospitals, Dr. Mehta's Hospitals",0,,"Feb 20, 2026",raw/detail/chennai_19574612.txt,raw/detail/chennai_19574612.html
17377438,https://housing.com/in/buy/resale/page/17377438-2-bhk-independent-house-in-thirumazhisai-for-rs-5500000-v2,chennai,4,,,55.0 LEMI starts at ₹29.13 K,0.55,900.0,,2.0,2.0,,Unfurnished,West,,,RATINGS AND REVIEWS | PRICE TRENDS,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. Grab this 2 BHK property for sale in one of Chennai's top location, Thirumazhisai. The carpet area of this unit is 750 square_feet. The built-up area is 900 square_feet. There are 2 bedrooms and 2 bathroom. This property enjoys a good view and is West-facing. It is a safe premise with cctv facility. Other amenities include provisions for Sports facility. Regular water supply is provided. It has a dedicated sports facility facility as well. This is a gated community. Healthcare facility is also close at hand with Be Well Hospitals Poonamallee, Mangalam Hospital nearby",0,,"Feb 12, 2026",raw/detail/chennai_17377438.txt,raw/detail/chennai_17377438.html
16635736,https://housing.com/in/buy/resale/page/16635736-2-bhk-independent-house-in-avadi-for-rs-3000000-v2,chennai,4,"2 BHK Independent House for sale in Chennai. This property is in Avadi, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. Contact now for more details. The price of the Independent House is Rs 30.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 800 square_feet. The carpet area is 650 square_feet. It has 2 bathroom and 2 bedrooms. Some of the very well-known and reputed speciality hospitals like Saveetha Dental College And Hospitals, Be Well Hospitals Poonamallee, Aravind Eye Hospital - Chennai are just a walk away from this location. The brokerage amount to be paid is Rs 0",Read More,30.0 LEMI starts at ₹15.89 K,0.3,800.0,,2.0,2.0,,Semi Furnished,,,Natural Light | Recently Renovated | Close to Bus Stop | Close to Railway Station,,"2 BHK Independent House for sale in Chennai. This property is in Avadi, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. Contact now for more details. The price of the Independent House is Rs 30.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 800 square_feet. The carpet area is 650 square_feet. It has 2 bathroom and 2 bedrooms. Some of the very well-known and reputed speciality hospitals like Saveetha Dental College And Hospitals, Be Well Hospitals Poonamallee, Aravind Eye Hospital - Chennai are just a walk away from this location. The brokerage amount to be paid is Rs 0",0,,"Jan 19, 2026",raw/detail/chennai_16635736.txt,raw/detail/chennai_16635736.html
15459792,https://housing.com/in/buy/resale/page/15459792-6-bhk-independent-house-in-thousand-lights-for-rs-8500000,chennai,4,,,₹6.97 Cr,6.97,630.0,,3.0,6.0,,Unfurnished,South,Ready to move,,,"Property for sale in Thousand Lights, Chennai. This 6 BHK Independent House is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House is a spacious unit, with carpet area of 580 square_feet and is ideal for families. The built-up area is 630 square_feet. The property has 6 bedrooms and 5 bathroom. This unit enjoys a good view and is a South facing property. This Independent House is strategically located within close distance of famous healthcare centres such as Kanchi Kamakoti CHILDS Trust Hospital, MGM Healthcare, Dr. Mehta's Hospitals",0,,"Dec 28, 2025",raw/detail/chennai_15459792.txt,raw/detail/chennai_15459792.html
19680050,https://housing.com/in/buy/resale/page/19680050-2-bhk-independent-house-in-padi-for-rs-4775000,chennai,5,"2 BHK Independent House for sale in Padi, Chennai - contact now, for details about the most coveted property. This 2 BHK unit is available in Padi and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Padi. The price of this Independent House is Rs 47.75 L. Residents in this project also pay monthly maintenance charges of Rs 0. It is a good, spacious Independent House unit with carpet area of 870 Square feet. The built-up area is 965 Square feet. There are 2 bedrooms and 2 bathroom. The property is North-facing. It is a thoroughly secure premise with cctv facility. Other facilities include provisions for Garden. Regular water supply is available. A dedicated kids area is also available. This property is at a walking distance from MGM Healthcare, The Madras Medical Mission Hospital, and Sundaram Medical Foundation Dr. Rangarajan Memorial Hospital. The brokerage amount to be paid is Rs 0",Read More,47.75 LEMI starts at ₹25.29 K,0.4775,965.0,,2.0,2.0,,Fully Furnished,North,Ready to move,Park Facing | Fresh Construction | High Ceiling | Smart Home,RATINGS AND REVIEWS | PRICE TRENDS,"2 BHK Independent House for sale in Padi, Chennai - contact now, for details about the most coveted property. This 2 BHK unit is available in Padi and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Padi. The price of this Independent House is Rs 47.75 L. Residents in this project also pay monthly maintenance charges of Rs 0. It is a good, spacious Independent House unit with carpet area of 870 Square feet. The built-up area is 965 Square feet. There are 2 bedrooms and 2 bathroom. The property is North-facing. It is a thoroughly secure premise with cctv facility. Other facilities include provisions for Garden. Regular water supply is available. A dedicated kids area is also available. This property is at a walking distance from MGM Healthcare, The Madras Medical Mission Hospital, and Sundaram Medical Foundation Dr. Rangarajan Memorial Hospital. The brokerage amount to be paid is Rs 0",0,,"Mar 7, 2026",raw/detail/chennai_19680050.txt,raw/detail/chennai_19680050.html
19144509,https://housing.com/in/buy/resale/page/19144509-6-bhk-independent-house-in-mogappair-for-rs-15000000,chennai,5,,,₹1.4 Cr,1.4,3600.0,,3.0,6.0,,Unfurnished,,Ready to move,,,"A 6 BHK Independent House for sale in Mogappair, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 6 BHK unit with all the modern-day comforts is one of Mogappair's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.5 Cr. Each unit has a built-up area of 3600 square feet. There are 6 bedrooms. There is provision for 6 bathroom. It is also close to Apollo Hospitals, MMRV HOSPITAL, The Madras Medical Mission Hospital",0,,"Dec 26, 2025",raw/detail/chennai_19144509.txt,raw/detail/chennai_19144509.html
19463572,https://housing.com/in/buy/resale/page/19463572-2-bhk-independent-house-in-guduvancheri-for-rs-5000000,chennai,5,,,50.0 LEMI starts at ₹26.48 K,0.5,1000.0,,2.0,2.0,,Unfurnished,East,Ready to move,,RATINGS AND REVIEWS | PRICE TRENDS,"# Guduvanchery, DTCP and RERA Approved plots for sale. # Total 50 Acres project. # PHASE 1 to PHASE 5, nearly 500 plots sold out.. # Now , PHASE 6 Luncing and total 85 plots. # plots size starting range from 600 sqft to 2500 sqft. # 1200 sqft Land area and 1000 sqft Build up area. # Road width 33, 30 and 24 feet. # Tar Road, LED Street light and EB line. # Ready for construction. # 90% Bank loan available. # 40,000 sqft park area. # OFFER PRICE GOING ON | More About This Property | Property for sale in Guduvancherry, Chennai. This 2 BHK Independent House is located in Chennai's most promising location. It is on floor 0. This Independent House's price is Rs 50.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Independent House is a spacious unit, with carpet area of 995.0 Square feet and is ideal for families. The built-up area is 1000 Square feet. The property has 2 bedrooms and 2 bathroom. This unit enjoys a good view and is a East facing property. Regular water supply is available. This Independent House is strategically located within close distance of famous healthcare centres such as PREM SCANS, Deepam Hospital, and K.R. Hospital. The brokerage amount to be paid is Rs 0",0,,"Feb 22, 2026",raw/detail/chennai_19463572.txt,raw/detail/chennai_19463572.html
18465805,https://housing.com/in/buy/resale/page/18465805-2-bhk-independent-house-in-sithalapakkam-for-rs-7000000-v2,chennai,5,,,70.0 LEMI starts at ₹37.07 K,0.7,1000.0,,2.0,2.0,,Fully Furnished,East,Ready to move,Natural Light | Vastu Compliant | Rainwater Harvesting | Children Play Area,RATINGS AND REVIEWS | PRICE TRENDS,"New 2BHK Individual House for Sale at Ottiyambakkam near Sithalapakkam. Near to Main road & Bus stop. 2 Master Bedrooms with Covered Car Parking available. Good Residential Location. Surrounded by fully houses. Good Ground water available. Near by many Schools & Markets. CMDA & RERA Approved, Home Loan available. | More About This Property | One of the finest property in Sithalapakkam is now available for sale. This is a 2 BHK Independent House. Make it yours now. The price of this Independent House is Rs 70.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 1000 square_feet. A separate servant room available in this Independent House. It is a East-facing property with a good view. There are 2 bedrooms and 2 bathroom. Health enthusiasts will enjoy the host of special facilities, such as provision for sports facility. Other facilities include Garden, Sports facility. This property also enjoys power backup facility. This project has regular water supply. Kids area is also present. It is also close to good and reputed hospitals like Arun Hospital, Karthick Children's Hospital, V Cure Hospital. The brokerage amount to be paid is Rs 0",1,"Natural Light | Vastu Compliant | Rainwater Harvesting | Children Play Area || Your search for property ends here - Buy, Rent, Sell - Housing.com
Buy In Chennai
Sithalapakkam
+ Add
Download App
List PropertyFree
Saved
HomeChennaiSithalapakkamHouse for Sale in Sithalapakkam2 BHK Independent House
Last updated: Mar 3, 2026
2 BHK Independent House
Sithalapakkam, Chennai
70.0 LEMI starts at ₹37.07 K
₹7 K/sq.ft
Contact Seller
SHARE
SAVE
1000 sq.ft
convert unit
Built Up Area
₹7 K/sq.ft
Avg. Price
Ready to move
Possession status
East facing
Facing
Fully Furnished
Furnishing
OVERVIEW
FURNISHINGS
AMENITIES
RATINGS AND REVIEWS
PRICE TRENDS
LOCALITY
CALCULATOR
Special Highlights
Natural Light
Vastu Compliant
Rainwater Harvesting
Children Play Area
Property Location
Sithalapakkam, Chennai
Around This Property
School
Velammal New Gen School - Medavakkam
Hospital
Arun Hospital
6 mins
(4.3 km)
Restaurant
Geetham Veg Restaurant
View more on Maps
Property Overview
Brokerage
No Charge
Access Zero Brokerage Properties
Price
70.0 L
Bedrooms
2
Bathrooms
2
Parking
1 Covered Parking
Parking Info
No Parking
Balcony
1
Added
11 days ago
Area Unit
sq.ft.
About this property
New 2BHK Individual House for Sale at Ottiyambakkam near Sithalapakkam. Near to Main road & Bus stop. 2 Master Bedrooms with Covered Car Parking available. Good Residential Location. Surrounded by fully houses. Good Ground water available. Near by many Schools & Markets. CMDA & RERA Approved, Home Loan available.
More About This Property
One of the finest property in Sithalapakkam is now available for sale. This is a 2 BHK Independent House. Make it yours now. The price of this Independent House is Rs 70.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 1000 square_feet. A separate servant room available in this Independent House. It is a East-facing property with a good view. There are 2 bedrooms and 2 bathroom. Health enthusiasts will enjoy the host of special facilities, such as provision for sports facility. Other facilities include Garden, Sports facility. This property also enjoys power backup facility. This project has regular water supply. Kids area is also present. It is also close to good and reputed hospitals like Arun Hospital, Karthick Children's Hospital, V Cure Hospital. The brokerage amount to be paid is Rs 0
Read More
Share
Save
Housing Event
16th Feb - 31st Mar 2026
Explore Now!
Furnishings
Washing Machine
Gas Pipeline
Cupboard
Servant Room
3Fan
7Light
3Wardrobe
+3
More furnishings
Amenities
Power Backup
Garden
Sports
Kids Area
Regular Water Supply
Resident reviews for
Sithalapakkam
Ratings based on features
4.7/5
Connectivity
4.3/5
Neighbourhood
4.3/5
Safety
4.3/5
Livability
Good things here
Flood-free location
Near schools, colleges, malls
Easy to connect railway stations
+1 More
Things that need improvement
Lack of nearby hospital
Traffic congestion
Limited public transport
All resident reviews (3 reviews)
Kalai
Owner | 1 year ago
3.3
Good things here
good area which is calm and peaceful.its just developing with lots of newly constructed houses.closer to IT hub
read more
Things need improvement
public transport is less otherwise good area.we don't have trains and should reach Tambaram or Velachery for trains.
read more
SURESH S
Owner | 1 year ago
5
Good things here
GOOD WATER,FLOOD FREE LOCATION ,NEAR SCHOOL COLLEGES,MALLS,EASY TO CONNNECT RAILWAY STATIONS, AIRPORT BUS TERMINUS
read more
Things need improvement
NOTHING TO SAY ITS LOCATED PLEASANT LOCATION GOOD WATER GATED COMMUNITY EVERYTHING GOOD ONLY GO FOT IT
read more
Elansuriyan Suriya
Owner | 2 years ago
5
Good things here
it's nis and I have would like stay in that house here the current and water and sourrndings are very hood
read more
Things need improvement
there didn't have a.y nearby hospital and in that place have many traffic in the road side it one of the problem I have
read more
Is this helpful?
Price Trends for Sithalapakkam (Independent House)
14.09%
appreciation in avg. price / sq.ft (Built-up Area) for Sithalapakkam in last 1 year
In
Dec,2020
Sep,2021
Jun,2022
Mar,2023
Dec,2023
Sep,2024
Jun,2025
Feb,2026
₹2k
₹3k
₹5k
₹6k
₹8k
₹9k
+
ADD MORE
to compare
LOCALITY(Independent House)
Sithalapakkam
14.09%
Last 1 Year
₹7 K/sq.ft
Avg. rate
See price trends in Sithalapakkam
Is this helpful?
Tour this Property: Images & Videos
Property Photos & Videos
+1
Sithalapakkam Locality
Better Priced
Explore Neighbourhood - Map View
Locality Guide
for Sithalapakkam, Chennai
Share
+
38 More
The coordinates of the locality are 12.8820° N, 80.1925° E. The area is a well-known residential zone in Chennai’s southern zone and lies 3 km away from Medavakkam. The area is surrounded by a hill and two lakes. The area lies in the State of Tamil Nadu and Tamil is widely spoken here. The area is fast developing and is billed to be the next big residential hub in the zone. Infrastructure and Details You will find the Mayfield School within a radius of 700 metres. You will also find the Lakshminarayan Kidz Clinic within 400 metres of the locality. Ganesha’s Mart is also located 500 metres away from the locality. You will find all basic necessities nearby and can avail of them without any hassles whatsoever. Property in Sithalapakkam There are several options available for Property in Sithalapakkam. You can take your pick from 2, 3 and 4 BHK independent houses in this locality. They are still pocket-friendly and you will get several options at your fingertips as well. These homes come in a variety of layouts and configurations too. Sithalapakkam is steadily witnessing rising demand for homes owing to its highly strategic location and connectivity improvements galore.
Read More
There is proper connectivity around the area, but improvements are acceptable
There has been no recent road development works under construction
Several new projects for building commercial spaces and housings are under development to fulfil the ever increasing demand
more
Upcoming developments have been announced for several areas about building residual units, flats and housings for accommodating people who are willing to buy properties in the area
more
No recently made specific development is noticed in infrastructure and connectivity
What is good here
Buses, trains and auto rickshaws are frequently available as pocket friendly modes of public transportationread more
The place gets very deserted at midnight, but unsafe activities haven't been recorded, so it can be called to be overall safe at nightsread more
The area has several local parks for recreation and other utilities, but they need improved maintenance to be more appealing for the publicread more
What can be better
Absence of a nearby metro is a problem faced by the residents of the area and the tourists visitingread more
The places is always deserted at night, but usually safe for the people
Parks of the area need regular monitoring for betterment
Know more about Sithalapakkam
Looking for Options to Invest in Commercial
Commercial for Sale
in Sithalapakkam
Offices for Sale
in Sithalapakkam
Shops for Sale
in Sithalapakkam
Showrooms for Sale
in Sithalapakkam
Helpful Tools
Check your Affordability, Home loan eligibility & EMI
EMI
Calculator
EMI starts at ₹37.07 K
Affordability
Calculator
Find the best budget for your home search
Eligibility
Calculator
Find your home loan limit
Price
Calculator
Check rent or sale price of your property
Similar Properties
Sell your house on
Free for new users
Get genuine leads
Sell faster
Post your property
Housing News
Great choice! Nice neighborhood around
Contact Seller
Surya Homes
Housing Prime Agent
+9193605.....
Please share your contact
Name
+91
Phone
Email
I agree to be contacted by Housing and agents via WhatsApp, SMS, phone, email etc
I am interested in Home Loans
Get Contact Details
Still deciding?
Shortlist this property for now & easily come back to it later.
Share
PEOPLE ALSO SEARCH FORResale Flats in SithalapakkamReady to Move Flats in SithalapakkamFlats for Sale in Sithalapakkam Without Brokerage SithalapakkamDuplex in SithalapakkamResale House in Sithalapakkam
CITY COLLECTIONSAffordable Projects in SithalapakkamTownships in SithalapakkamReady to Move Projects in SithalapakkamProperties for sale in Sithalapakkam
FILTER YOUR SEARCHHouse for sale without brokerage in SithalapakkamUnder Construction Apartments in Sithalapakkam
LUXURY PROPERTIES IN THIS AREALuxury Flats in Sithalapakkam
COMMERCIAL PROPERTIES IN THIS AREACommercial Properties in SithalapakkamShops for Sale in Sithalapakkam
FILTER BY BHK1 BHK Flats for sale in Sithalapakkam2 BHK Flats for sale in Sithalapakkam3 BHK Flats for sale in Sithalapakkam2 bhk Houses in Sithalapakkam3 bhk Houses in Sithalapakkam
Part of
Real estate in MumbaiFlats in MumbaiFlats for Rent in MumbaiNew Projects in MumbaiCommercial Property in MumbaiCommercial Property for rent in MumbaiReal estate in BengaluruFlats in BengaluruFlats for Rent in BengaluruNew Projects in BengaluruCommercial Property in BengaluruCommercial Property for rent in BengaluruReal estate in HyderabadFlats in HyderabadFlats for Rent in HyderabadNew Projects in HyderabadCommercial Property in HyderabadCommercial Property for rent in HyderabadReal estate in PuneFlats in PuneFlats for Rent in PuneNew Projects in PuneCommercial Property in PuneCommercial Property for rent in PuneReal estate in ChennaiFlats in ChennaiFlats for Rent in ChennaiNew Projects in ChennaiCommercial Property in ChennaiCommercial Property for rent in ChennaiReal estate in DelhiFlats in DelhiFlats for Rent in DelhiNew Projects in DelhiCommercial Property in DelhiCommercial Property for rent in DelhiReal estate in GurgaonFlats in GurgaonFlats for Rent in GurgaonNew Projects in GurgaonCommercial Property in GurgaonCommercial Property for rent in GurgaonReal estate in NoidaFlats in NoidaFlats for Rent in NoidaNew Projects in NoidaCommercial Property in NoidaCommercial Property for rent in NoidaReal estate in KolkataFlats in KolkataFlats for Rent in KolkataNew Projects in KolkataCommercial Property in KolkataCommercial Property for rent in KolkataReal estate in AhmedabadFlats in AhmedabadFlats for Rent in AhmedabadNew Projects in AhmedabadCommercial Property in AhmedabadCommercial Property for rent in AhmedabadReal estate in ThaneFlats in ThaneFlats for Rent in ThaneNew Projects in ThaneCommercial Property in ThaneCommercial Property for rent in ThaneReal estate in Navi MumbaiFlats in Navi MumbaiFlats for Rent in Navi MumbaiNew Projects in Navi MumbaiCommercial Property in Navi MumbaiCommercial Property for rent in Navi MumbaiReal estate in FaridabadFlats in FaridabadFlats for Rent in FaridabadNew Projects in FaridabadCommercial Property in FaridabadCommercial Property for rent in FaridabadReal estate in GhaziabadFlats in GhaziabadFlats for Rent in GhaziabadNew Projects in GhaziabadCommercial Property in GhaziabadCommercial Property for rent in Ghaziabad
FOLLOW
©2012-26 Locon Solutions Pvt. Ltd
COMPANY
Careers
About Us
For Partners
Terms
Annual Return
Privacy Policy
Contact Us
Unsubscribe
Merger Hearing Advertisement
PARTNER SITES
realestate.com.au
realtor.com
99.co
collinsdictionary.com
EXPLORE
News
Home Loans
Sitemap
International
EXPERIENCE HOUSING APP ON MOBILE
Open camera & scan the QR code to Download the App
₹9k","Mar 3, 2026",raw/detail/chennai_18465805.txt,raw/detail/chennai_18465805.html
19334342,https://housing.com/in/buy/resale/page/19334342-4.5-bhk-independent-house-in-nungambakkam-for-rs-45000000,chennai,5,,,4.5 CrEMI starts at ₹2.23 Lacs,4.5,3000.0,,4.5,5.0,,Unfurnished,South,Ready to move,Pet Friendly | Close to Kanchi Kamakoti CHILDS Trust Hospita... | Close to Madras Christian College Higher Seco... | Rainwater Harvesting,,"Land with old buildings 50 years old. Ground and first floor. Land 1625 sft. Size 25×65.South facing. Close to Schools, Colleges, markets, parks, hospitals. | More About This Property | Best 4.5 BHK Independent House for modern-day lifestyle is now available for sale. Grab this 4.5 BHK property for sale in one of Chennai's top location, Nungambakkam. The property price of this unit is Rs 4.5 Cr. Monthly maintenance costs Rs 0. The carpet area of this unit is 2800 square_feet. The built-up area is 3000 square_feet. There are 5 bedrooms and 5 bathroom. This property enjoys a good view and is South-facing. Healthcare facility is also close at hand with Dr. Mehta's Hospitals, MGM Healthcare, Kanchi Kamakoti CHILDS Trust Hospital nearby. The brokerage amount to be paid is Rs 450000",0,,"Jan 21, 2026",raw/detail/chennai_19334342.txt,raw/detail/chennai_19334342.html
3645151,https://housing.com/in/buy/resale/page/3645151-1-bhk-independent-house-in-besant-nagar-for-rs-25000000-v2,chennai,5,"1 BHK Independent House for sale in Chennai. This property is in Besant Nagar, which is a coveted investment location. This tastefully designed 1 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. The total number of floors in this Independent House is 1. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1098 square feet. The carpet area is 565 square feet. This is a East facing property. It has 1 bathroom and 1 bedroom. Other facilities include Garden. Kids area is also present. Some of the very well-known and reputed speciality hospitals like Kauvery Hospital Chennai, Venkataeswara Hospitals, Fortis Malar Hospital are just a walk away from this location",Read More,₹2.78 Cr - 2.89 Cr,2.78,1098.0,,1.0,1.0,,furnished,East,Ready to move,,RATINGS AND REVIEWS,"1 BHK Independent House for sale in Chennai. This property is in Besant Nagar, which is a coveted investment location. This tastefully designed 1 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. The total number of floors in this Independent House is 1. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1098 square feet. The carpet area is 565 square feet. This is a East facing property. It has 1 bathroom and 1 bedroom. Other facilities include Garden. Kids area is also present. Some of the very well-known and reputed speciality hospitals like Kauvery Hospital Chennai, Venkataeswara Hospitals, Fortis Malar Hospital are just a walk away from this location",0,,"Dec 19, 2025",raw/detail/chennai_3645151.txt,raw/detail/chennai_3645151.html
